time,beamID,lineOfSightWindSpeed1,isValid1
0.0,1.0,18.400253956422528,1.0
0.02,2.0,17.645373774401378,1.0
0.04,3.0,18.760060974535705,1.0
0.06,4.0,18.092061408721825,1.0
0.08,5.0,18.162364787705574,1.0
0.1,6.0,17.97232438048437,1.0
0.12,7.0,16.814575094214444,1.0
0.14,8.0,16.47527524211793,1.0
0.16,9.0,16.04700717179135,1.0
0.18,10.0,16.336618482987408,1.0
0.2,11.0,15.948705713589613,1.0
0.22,12.0,16.00758705931748,1.0
0.24,13.0,15.589812048217162,1.0
0.26,14.0,0.0,0.0
0.28,15.0,0.0,0.0
0.3,16.0,0.0,0.0
0.32,17.0,0.0,0.0
0.34,18.0,0.0,0.0
0.36,19.0,0.0,0.0
0.38,20.0,0.0,0.0
0.4,21.0,0.0,0.0
0.42,22.0,0.0,0.0
0.44,23.0,0.0,0.0
0.46,24.0,0.0,0.0
0.48,25.0,0.0,0.0
0.5,26.0,0.0,0.0
0.52,27.0,0.0,0.0
0.54,28.0,0.0,0.0
0.56,29.0,0.0,0.0
0.58,30.0,0.0,0.0
0.6,31.0,0.0,0.0
0.62,32.0,0.0,0.0
0.64,33.0,20.483323469891662,1.0
0.66,34.0,20.67472422927468,1.0
0.68,35.0,20.869802234473923,1.0
0.7000000000000001,36.0,19.910110172998717,1.0
0.72,37.0,19.338393798600517,1.0
0.74,38.0,18.595299469176883,1.0
0.76,39.0,18.53934528977101,1.0
0.78,40.0,18.248093367130853,1.0
0.8,41.0,17.417975861481594,1.0
0.8200000000000001,42.0,16.759411365655723,1.0
0.84,43.0,17.52031983639625,1.0
0.86,44.0,17.676098034278564,1.0
0.88,45.0,16.55089693531545,1.0
0.9,46.0,17.693222660305327,1.0
0.92,47.0,17.4644917118004,1.0
0.9400000000000001,48.0,18.423145417944983,1.0
0.96,49.0,18.17472871065475,1.0
0.98,50.0,18.54397165633518,1.0
1.0,1.0,18.720692813949785,1.0
1.02,2.0,17.066499991288712,1.0
1.04,3.0,18.025452315299187,1.0
1.06,4.0,16.894637765549113,1.0
1.08,5.0,17.051868106194267,1.0
1.1,6.0,17.567041952142823,1.0
1.12,7.0,16.098416611383897,1.0
1.1400000000000001,8.0,16.37940275275619,1.0
1.16,9.0,16.05397112895772,1.0
1.18,10.0,16.037092346766606,1.0
1.2,11.0,15.728702919992754,1.0
1.22,12.0,15.26214042510167,1.0
1.24,13.0,16.08247182868723,1.0
1.26,14.0,15.71743626179895,1.0
1.28,15.0,15.033282148412363,1.0
1.3,16.0,13.310939487079834,1.0
1.32,17.0,13.105521585016461,1.0
1.34,18.0,13.550156691158778,1.0
1.36,19.0,14.827897842326577,1.0
1.3800000000000001,20.0,13.741896925107888,1.0
1.4000000000000001,21.0,14.70138892340323,1.0
1.42,22.0,14.288812040919309,1.0
1.44,23.0,15.07837786510225,1.0
1.46,24.0,16.09078203849986,1.0
1.48,25.0,17.541383663597376,1.0
1.5,26.0,17.420365918580906,1.0
1.52,27.0,17.325315124849116,1.0
1.54,28.0,19.472315703624137,1.0
1.56,29.0,19.479344121649795,1.0
1.58,30.0,19.037838247417163,1.0
1.6,31.0,18.314179067136568,1.0
1.62,32.0,18.749156983311295,1.0
1.6400000000000001,33.0,19.92513222205847,1.0
1.6600000000000001,34.0,19.724288668986564,1.0
1.68,35.0,21.342854095027192,1.0
1.7,36.0,21.359899238431932,1.0
1.72,37.0,19.81263997352773,1.0
1.74,38.0,19.22808071202885,1.0
1.76,39.0,19.330012652035904,1.0
1.78,40.0,17.508177574783225,1.0
1.8,41.0,17.63785322660459,1.0
1.82,42.0,17.27377518719525,1.0
1.84,43.0,17.75153508511004,1.0
1.86,44.0,18.246337289226602,1.0
1.8800000000000001,45.0,17.097612681569892,1.0
1.9000000000000001,46.0,18.299863251320566,1.0
1.92,47.0,0.0,0.0
1.94,48.0,0.0,0.0
1.96,49.0,0.0,0.0
1.98,50.0,0.0,0.0
2.0,1.0,0.0,0.0
2.02,2.0,0.0,0.0
2.04,3.0,0.0,0.0
2.06,4.0,0.0,0.0
2.08,5.0,0.0,0.0
2.1,6.0,0.0,0.0
2.12,7.0,0.0,0.0
2.14,8.0,0.0,0.0
2.16,9.0,0.0,0.0
2.18,10.0,0.0,0.0
2.2,11.0,0.0,0.0
2.22,12.0,0.0,0.0
2.24,13.0,0.0,0.0
2.2600000000000002,14.0,0.0,0.0
2.2800000000000002,15.0,0.0,0.0
2.3000000000000003,16.0,0.0,0.0
2.32,17.0,13.128934345600118,1.0
2.34,18.0,14.344023011904156,1.0
2.36,19.0,14.671736736312573,1.0
2.38,20.0,15.373268264912358,1.0
2.4,21.0,15.978456013745838,1.0
2.42,22.0,15.1890228680675,1.0
2.44,23.0,14.855845171065532,1.0
2.46,24.0,16.97196818202142,1.0
2.48,25.0,17.287654715068747,1.0
2.5,26.0,17.644030595717076,1.0
2.52,27.0,17.176364877148895,1.0
2.54,28.0,19.5231545872665,1.0
2.56,29.0,18.73814429238659,1.0
2.58,30.0,18.669424809489534,1.0
2.6,31.0,19.188125737966352,1.0
2.62,32.0,0.0,0.0
2.64,33.0,0.0,0.0
2.66,34.0,0.0,0.0
2.68,35.0,0.0,0.0
2.7,36.0,0.0,0.0
2.72,37.0,0.0,0.0
2.74,38.0,0.0,0.0
2.7600000000000002,39.0,20.269679467717886,1.0
2.7800000000000002,40.0,17.709368514576077,1.0
2.8000000000000003,41.0,16.904335536962705,1.0
2.82,42.0,18.247962822348033,1.0
2.84,43.0,17.526222607674793,1.0
2.86,44.0,18.32534171540105,1.0
