time,beamID,lineOfSightWindSpeed1,lineOfSightWindSpeed2,lineOfSightWindSpeed3,lineOfSightWindSpeed4,lineOfSightWindSpeed5,lineOfSightWindSpeed6,lineOfSightWindSpeed7,lineOfSightWindSpeed8,lineOfSightWindSpeed9,lineOfSightWindSpeed10,isValid1,isValid2,isValid3,isValid4,isValid5,isValid6,isValid7,isValid8,isValid9,isValid10
0.0,1.0,18.046793844878696,16.791110391341782,17.105245985592703,17.39521133718699,16.096901959890296,15.558740065883253,15.67202517142109,15.00258812566456,16.46999669807269,16.19594556518231,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.25,2.0,16.711746057045648,16.099152857659753,16.002607001586103,15.15228053340734,15.653524188572298,15.247296245547336,15.406332170483122,15.011722623636246,15.400708988616564,14.68070731625875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.75,4.0,17.97761332855003,18.888640215552794,20.16931225845807,20.093119388458163,19.0604463777726,19.81861481297926,19.05163997183688,18.385656384967376,17.719034004191332,16.965007389443468,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,17.772036950434995,17.30342053295644,17.387646042402434,17.713955285084914,16.089765783894173,15.865837599058207,16.124369977184205,15.091959641580551,17.313931465198078,16.779037712159578,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.25,2.0,17.55299383179382,17.22887411699283,14.991900005071637,14.600546417730387,16.520305764629608,16.191701502009717,16.553780906361762,15.719750134037202,15.537760335877424,14.594776630940872,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.5,3.0,19.681288371224284,17.852961736295942,17.24035479920943,16.666143413749086,16.038761380415075,16.114110898491486,15.640342994048721,14.992428273349956,13.524297470652112,13.542588988267873,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.75,4.0,17.64733128039221,18.885018540613103,18.982339434371724,18.956272690902544,18.695256711036947,17.9418050459167,18.002243641105473,17.214714826795365,16.66601343398503,16.970813094727582,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.5,3.0,18.773270548106336,17.567286250547458,16.321396098753663,15.272840929056859,15.127240427309628,14.174691829199569,14.042098954997227,13.901727965621781,13.26263470660604,13.146515712051905,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2.75,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,1.0,18.765727488054065,18.795853379065875,18.077771437932814,17.475884668179056,15.446949492332521,15.493576728744554,15.41443372630465,14.95969776757696,16.506194729974506,15.281438594046643,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3.25,2.0,17.64641907063289,15.479815275765418,14.361378712930973,15.214764629468714,16.538231731057984,16.223461388853934,16.85053226018255,16.067069318241057,16.362774999414036,15.36944369007687,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.75,4.0,18.087268161168378,17.596550472967436,17.472910710129952,16.78923878613635,15.541764792339023,15.39331397418484,15.260140598715514,15.866030957819095,14.770379514767296,15.460124954838658,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4.0,1.0,19.628494222446836,17.877451845704975,16.513325867629234,15.679109779596715,15.038412204933978,15.231887507087025,16.048834041256416,16.45140453363186,16.935323388294865,16.360309373441442,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.5,3.0,18.169913748625795,16.652350993834506,14.244323761239437,14.717024938375609,15.084743524785294,15.172243465306341,15.149108211190836,14.574862097200445,14.68487347464734,14.321072860773073,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4.75,4.0,17.739816129461573,16.73969958044649,17.054137516590952,15.82455016562527,15.643256560211737,14.922232242023453,14.977963635810893,15.387315498643519,15.20776331920163,15.685744677940976,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.25,2.0,16.444878135387697,15.5808107912844,15.066144097997592,15.116991789224585,15.711971032709384,15.246526396086727,15.516644883599461,15.71929816213386,15.569617850965209,15.1610979050617,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.75,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,1.0,17.405682894631678,14.249922199582548,14.868632249419093,15.82651934200513,16.094500496646837,15.79835869939792,16.73909852100944,16.349370037758984,16.738576430097446,16.587310309871597,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6.25,2.0,14.421942710614543,15.424494640916397,15.147957084852488,14.263872677593923,15.761238543800673,15.001908382904055,15.597360007295089,15.401544214321682,14.984217556291426,15.113254282335548,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.75,4.0,17.959020937011253,17.893568594456635,15.879991459868714,14.050540948476877,14.172466234974332,13.869241383179604,14.598888157533649,15.121225828480847,15.077318132482652,15.61339028421869,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7.0,1.0,14.898319518073436,13.999016455142106,15.009404529110226,17.30366225612253,16.224071719827013,15.245405423227373,16.41949796992622,15.324624110744658,15.940151416124355,15.817995238072555,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
