time,beamID,lineOfSightWindSpeed1,lineOfSightWindSpeed2,lineOfSightWindSpeed3,lineOfSightWindSpeed4,lineOfSightWindSpeed5,lineOfSightWindSpeed6,lineOfSightWindSpeed7,lineOfSightWindSpeed8,lineOfSightWindSpeed9,lineOfSightWindSpeed10,isValid1,isValid2,isValid3,isValid4,isValid5,isValid6,isValid7,isValid8,isValid9,isValid10
0.0,1.0,19.301657378829248,20.523376485225576,21.701974587540313,22.00628919188419,19.15484175553538,17.222826088381527,17.36616758655623,16.656141606955643,16.876395624530403,16.140178615099426,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.25,2.0,21.164104839583565,19.33216858027698,18.40913714595513,18.07844692465333,15.531982611741553,14.874107277046807,16.022721330657028,17.12071294537992,17.91883555012254,18.587013249079256,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.75,4.0,19.43295927158702,21.040862784192015,19.55386773888662,19.277921688059084,20.561044185436803,21.614985061315306,21.483426390077604,22.36607265693152,22.36857353931226,21.439539867226,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,20.54768929208012,21.703525840565018,21.66685340565734,20.559900573196497,17.620381066648545,16.462726505797892,16.244536845832506,16.491788127319136,17.002049396237393,17.219033877538745,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.25,2.0,20.071328922315875,17.599835995955186,18.248845031225397,16.614266766136264,15.554664052410784,16.653950442204483,17.410901208176316,18.22682781555048,18.44169041081534,18.40036859360977,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.5,3.0,17.868446992786545,18.708516792954313,18.016681166422348,18.11075699616198,19.29130434851028,18.113370220255938,16.05864152408122,15.943290773392992,16.169893728863038,16.393506866808217,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.75,4.0,20.04537092176184,21.34617645605154,19.777646316367147,19.600114497318007,21.00713892982729,21.71987961790938,21.509481705892586,22.211433274475336,22.34927228764975,21.044923811115044,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.5,3.0,18.241361333288634,19.184538360514605,18.2137113750258,18.08507142173826,19.088276648329035,18.398878259038746,15.437015169059396,15.883005905093848,15.087906317711878,15.05216854367357,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2.75,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,1.0,22.48280880903777,21.205804813248143,17.80518687220366,18.069737063107333,15.611095153236853,16.367522982121308,15.82243591593441,16.699331094430917,16.329430585223655,17.127050032381593,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3.25,2.0,17.873725099730127,16.14583375428956,17.314357932245738,16.895350316043583,17.33890532763733,19.234628380737778,19.66559205614136,18.99280671007262,18.40257200507113,19.182377642124468,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.75,4.0,20.230051127283602,20.94385867945522,20.13344400978161,22.117555878899392,22.212026166243557,21.88977065873644,21.645292182022544,21.561709113518425,20.517679627186588,19.344121641521077,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4.0,1.0,19.73589258561366,19.973285181630683,17.399893694922824,17.808998719692724,15.994448504188629,16.371939842023124,16.83721527336658,17.944696406083267,17.43968125833661,18.331976478083003,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.5,3.0,19.036539208633823,20.234752329789885,19.87183414625132,18.806433559213037,18.090879369424727,17.054922200137792,16.721540830537528,16.894087240638704,16.733485028031122,16.563470991717278,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4.75,4.0,20.29521504967559,20.686724911771314,20.767850208301038,22.676755339982762,21.847209679373147,21.144575508066563,20.275015060512338,20.86777765415363,20.350369897265637,19.51830314350213,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.25,2.0,18.20928122818456,15.265032007903812,17.181886909545742,17.232348386542977,17.789680189530742,18.482260715563122,19.0793787360892,18.813442512514186,18.60171233633869,18.084469698729226,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.75,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,1.0,19.644414254244044,19.09402022311926,18.764429165933997,17.45175901481697,17.027265895727272,17.001183256356644,17.979655059785117,18.398996351998896,17.56957779808885,18.0071494070355,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6.25,2.0,18.694180872763326,16.131988134604807,16.923626010947284,18.751381877177682,18.032855147782644,18.17709949276083,18.25694865982704,18.571514788279206,18.26341793126241,17.916343733633706,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.75,4.0,19.421821581438536,20.32429364494651,20.51820727424005,20.624526466916606,20.178647589706213,19.562287085116232,18.95189319666148,19.23880464775372,19.100364315493863,18.724848866472676,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7.0,1.0,20.29316295319056,19.323586676531097,17.893010595422563,17.56508670681893,17.56141633070284,16.71073963205266,17.089192838795373,17.641451999803063,16.662256660316714,17.526393372931814,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.5,3.0,18.550472136815788,19.013188213585632,18.497519428085262,19.80188983851993,20.143771638352828,18.80825292129849,18.001595488265824,17.66831926343205,17.792818585381255,18.382697875288773,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7.75,4.0,19.43964407482653,20.614863358236594,20.00560620092236,20.59790620491689,20.271652226856492,20.26313811776679,19.494878848034638,19.763174234970684,19.196159392625894,18.535879461336286,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8.0,1.0,20.488584448646083,19.78944273880735,17.4026608568522,17.022554520800348,17.91574206088997,17.285991090561794,17.017344886240444,17.688403104177752,17.11985550365132,16.61060982981531,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8.25,2.0,18.779531973017384,18.416865407165215,17.042771565950435,16.964978246566755,15.703776289829475,17.10899540795412,16.882725481894404,17.06280777241198,16.511627332275843,16.894743685780675,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.75,4.0,18.622456942668354,18.658921486525134,19.757911057180536,20.57204307499348,21.517997052862317,20.587175032401316,20.3346515137149,20.601670554048507,20.07851017876734,19.60889257448948,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
