time,beamID,lineOfSightWindSpeed1,lineOfSightWindSpeed2,lineOfSightWindSpeed3,lineOfSightWindSpeed4,lineOfSightWindSpeed5,lineOfSightWindSpeed6,lineOfSightWindSpeed7,lineOfSightWindSpeed8,lineOfSightWindSpeed9,lineOfSightWindSpeed10,isValid1,isValid2,isValid3,isValid4,isValid5,isValid6,isValid7,isValid8,isValid9,isValid10
0.0,1.0,18.870856374313995,19.556888217607906,19.34807152155112,19.252854120295336,17.968608132848097,18.464499615953024,17.26960170893735,17.191658952900024,16.681865046869557,14.790210633655663,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.25,2.0,15.482815446719073,15.416145675350274,16.35593684826201,15.832729384626276,16.292898576479924,15.661924051614248,15.543487312877962,15.608863386204044,15.54219237295421,15.692198636660093,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.75,4.0,15.992108456479997,16.656405204920382,17.095730691628685,19.47077521560934,20.803732247842976,21.420417614697687,20.69109885030313,21.458352407582467,21.109353408343704,20.043266901601122,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,17.937653789789707,18.761772909982223,20.176688032959294,19.31901103221549,17.960222372937984,17.447930287912435,16.60870200979743,16.87596744184815,16.312447543689892,15.08282014998773,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.25,2.0,16.831637276280443,16.484573044408183,15.692415608228135,16.64694389558988,16.952675999299576,17.397802797517546,17.6021488938625,16.820263589066137,16.552922275868404,15.414440625457882,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.5,3.0,16.79913058599438,16.141611082072494,14.500108926828862,12.873431005186509,13.933654589554026,13.972547476145778,14.735195902579072,13.735259850516625,14.883793134710142,14.878860952297389,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.75,4.0,15.643840006306222,16.014143043709705,16.847430471023184,18.269086564731317,19.755589177481895,20.53314317279445,20.230663130201837,20.391485675623468,20.471820744429248,19.749733209891627,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
