time,beamID,lineOfSightWindSpeed1,isValid1
0.0,1.0,16.229615387580868,1.0
0.02,2.0,14.983358583247139,1.0
0.04,3.0,16.22258095427295,1.0
0.06,4.0,16.021631857172274,1.0
0.08,5.0,16.976783080335785,1.0
0.1,6.0,16.6901016905054,1.0
0.12,7.0,15.463483013380994,1.0
0.14,8.0,15.35135895352002,1.0
0.16,9.0,15.208204939147631,1.0
0.18,10.0,14.789839233402631,1.0
0.2,11.0,15.969715967992824,1.0
0.22,12.0,15.820564479509823,1.0
0.24,13.0,16.69034797165755,1.0
0.26,14.0,0.0,0.0
0.28,15.0,0.0,0.0
0.3,16.0,0.0,0.0
0.32,17.0,0.0,0.0
0.34,18.0,0.0,0.0
0.36,19.0,0.0,0.0
0.38,20.0,0.0,0.0
0.4,21.0,0.0,0.0
0.42,22.0,0.0,0.0
0.44,23.0,0.0,0.0
0.46,24.0,0.0,0.0
0.48,25.0,0.0,0.0
0.5,26.0,0.0,0.0
0.52,27.0,0.0,0.0
0.54,28.0,0.0,0.0
0.56,29.0,0.0,0.0
0.58,30.0,0.0,0.0
0.6,31.0,0.0,0.0
0.62,32.0,0.0,0.0
0.64,33.0,20.29998463676183,1.0
0.66,34.0,20.35845480169901,1.0
0.68,35.0,19.750785541461827,1.0
0.7000000000000001,36.0,19.0694282346691,1.0
0.72,37.0,18.120043573970342,1.0
0.74,38.0,17.417761767685796,1.0
0.76,39.0,17.463758912308474,1.0
0.78,40.0,16.066498307186258,1.0
0.8,41.0,16.647539763799053,1.0
0.8200000000000001,42.0,16.44040116683674,1.0
0.84,43.0,16.353557940033532,1.0
0.86,44.0,17.018615580850994,1.0
0.88,45.0,16.795324239999836,1.0
0.9,46.0,16.615201832513087,1.0
0.92,47.0,16.215608030022487,1.0
0.9400000000000001,48.0,16.170930567631476,1.0
0.96,49.0,17.104624110859508,1.0
0.98,50.0,14.909601023498093,1.0
1.0,1.0,15.169118866987155,1.0
1.02,2.0,15.266851057802821,1.0
1.04,3.0,16.300872854546547,1.0
1.06,4.0,16.75528183501114,1.0
