time,beamID,lineOfSightWindSpeed1,isValid1
0.0,1.0,15.786155945590108,1.0
0.02,2.0,14.69003067008867,1.0
0.04,3.0,14.187539011406747,1.0
0.06,4.0,15.22990864936276,1.0
0.08,5.0,15.810829569471133,1.0
0.1,6.0,15.844327602703817,1.0
0.12,7.0,16.323177535278045,1.0
0.14,8.0,14.976365200782144,1.0
0.16,9.0,15.278159101988352,1.0
0.18,10.0,14.997294762800147,1.0
0.2,11.0,15.859282518696887,1.0
0.22,12.0,15.975262672254395,1.0
0.24,13.0,16.020706445796986,1.0
0.26,14.0,0.0,0.0
0.28,15.0,0.0,0.0
0.3,16.0,0.0,0.0
0.32,17.0,0.0,0.0
0.34,18.0,0.0,0.0
0.36,19.0,0.0,0.0
0.38,20.0,0.0,0.0
0.4,21.0,0.0,0.0
0.42,22.0,0.0,0.0
0.44,23.0,0.0,0.0
0.46,24.0,0.0,0.0
0.48,25.0,0.0,0.0
0.5,26.0,0.0,0.0
0.52,27.0,0.0,0.0
0.54,28.0,0.0,0.0
0.56,29.0,0.0,0.0
0.58,30.0,0.0,0.0
0.6,31.0,0.0,0.0
0.62,32.0,0.0,0.0
0.64,33.0,16.870338072810245,1.0
0.66,34.0,17.29107940731766,1.0
0.68,35.0,16.801674038003277,1.0
0.7000000000000001,36.0,16.91675228263812,1.0
0.72,37.0,17.014928293115055,1.0
0.74,38.0,17.82397619429945,1.0
0.76,39.0,18.286350425043562,1.0
0.78,40.0,18.443064737670753,1.0
0.8,41.0,18.16855384174037,1.0
0.8200000000000001,42.0,17.73094037302853,1.0
0.84,43.0,17.132815745992353,1.0
0.86,44.0,16.846563965859968,1.0
0.88,45.0,17.365702476569428,1.0
0.9,46.0,17.028223549937294,1.0
0.92,47.0,15.486626695812173,1.0
0.9400000000000001,48.0,15.533211396580544,1.0
0.96,49.0,15.93595612278627,1.0
0.98,50.0,16.315330294441296,1.0
1.0,1.0,15.782025223705743,1.0
1.02,2.0,13.493862850082294,1.0
1.04,3.0,14.13550031322152,1.0
1.06,4.0,15.532064195982848,1.0
1.08,5.0,15.863893167689081,1.0
1.1,6.0,16.335533882363613,1.0
1.12,7.0,16.470005182759504,1.0
1.1400000000000001,8.0,15.840173962923666,1.0
1.16,9.0,15.052537995596644,1.0
1.18,10.0,14.195929711510326,1.0
1.2,11.0,15.488783885039076,1.0
1.22,12.0,15.596997325632172,1.0
1.24,13.0,14.440053389887426,1.0
1.26,14.0,14.43138778396665,1.0
1.28,15.0,16.031199208527546,1.0
1.3,16.0,15.69160641142226,1.0
1.32,17.0,16.00652317534041,1.0
1.34,18.0,15.18695278866547,1.0
1.36,19.0,14.746924961710599,1.0
1.3800000000000001,20.0,14.504518278901084,1.0
1.4000000000000001,21.0,15.633140201710587,1.0
1.42,22.0,15.661108917312077,1.0
1.44,23.0,15.73879919667214,1.0
1.46,24.0,15.883325567652424,1.0
1.48,25.0,14.73818273069699,1.0
1.5,26.0,15.310439115001317,1.0
1.52,27.0,15.09681476553513,1.0
1.54,28.0,13.492069849594547,1.0
1.56,29.0,14.309467280956287,1.0
1.58,30.0,16.68108606774483,1.0
1.6,31.0,16.34178673267992,1.0
1.62,32.0,14.920369151409496,1.0
1.6400000000000001,33.0,15.624168925028142,1.0
1.6600000000000001,34.0,16.51979164025298,1.0
1.68,35.0,15.814936301166037,1.0
1.7,36.0,17.24949424535481,1.0
1.72,37.0,17.105993058259084,1.0
1.74,38.0,17.598152717978234,1.0
1.76,39.0,17.91024944235329,1.0
1.78,40.0,18.369107235347357,1.0
1.8,41.0,18.46221896470076,1.0
1.82,42.0,17.739995830695033,1.0
1.84,43.0,17.373332457773408,1.0
1.86,44.0,17.79269583674331,1.0
1.8800000000000001,45.0,16.130184829288552,1.0
1.9000000000000001,46.0,16.500882216475663,1.0
1.92,47.0,0.0,0.0
1.94,48.0,0.0,0.0
1.96,49.0,0.0,0.0
1.98,50.0,0.0,0.0
2.0,1.0,0.0,0.0
2.02,2.0,0.0,0.0
2.04,3.0,0.0,0.0
2.06,4.0,0.0,0.0
2.08,5.0,0.0,0.0
2.1,6.0,0.0,0.0
2.12,7.0,0.0,0.0
2.14,8.0,0.0,0.0
2.16,9.0,0.0,0.0
2.18,10.0,0.0,0.0
2.2,11.0,0.0,0.0
2.22,12.0,0.0,0.0
2.24,13.0,0.0,0.0
2.2600000000000002,14.0,0.0,0.0
2.2800000000000002,15.0,0.0,0.0
2.3000000000000003,16.0,0.0,0.0
2.32,17.0,15.530478472463132,1.0
2.34,18.0,15.465677460869392,1.0
2.36,19.0,15.231233458790104,1.0
2.38,20.0,14.906442977469856,1.0
2.4,21.0,15.127009863702895,1.0
2.42,22.0,16.020388937724334,1.0
2.44,23.0,15.180147921646167,1.0
2.46,24.0,16.279940391007873,1.0
2.48,25.0,15.182906950425378,1.0
2.5,26.0,14.956582800253475,1.0
2.52,27.0,14.867760360827567,1.0
2.54,28.0,13.947756523626182,1.0
2.56,29.0,14.433254454313941,1.0
2.58,30.0,16.049199291596317,1.0
2.6,31.0,15.706344333435569,1.0
2.62,32.0,0.0,0.0
2.64,33.0,0.0,0.0
2.66,34.0,0.0,0.0
2.68,35.0,0.0,0.0
2.7,36.0,0.0,0.0
2.72,37.0,0.0,0.0
2.74,38.0,0.0,0.0
2.7600000000000002,39.0,16.694959776885124,1.0
2.7800000000000002,40.0,17.914443829700854,1.0
2.8000000000000003,41.0,18.22933800498342,1.0
2.82,42.0,17.678754924894406,1.0
2.84,43.0,16.87855180516132,1.0
2.86,44.0,17.555624408625633,1.0
2.88,45.0,16.953115669307195,1.0
2.9,46.0,16.649252020686387,1.0
2.92,47.0,16.22745044795517,1.0
2.94,48.0,16.3477023830078,1.0
2.96,49.0,16.10407371604153,1.0
2.98,50.0,16.978879588514648,1.0
3.0,1.0,17.497070083747886,1.0
3.02,2.0,15.190836164149474,1.0
3.04,3.0,15.359006849294254,1.0
3.06,4.0,16.43412474858506,1.0
3.08,5.0,15.594661407307461,1.0
3.1,6.0,16.80507926662939,1.0
3.12,7.0,17.23371961873457,1.0
3.14,8.0,16.137487298598053,1.0
3.16,9.0,15.511977594507936,1.0
3.18,10.0,13.666624233648113,1.0
3.2,11.0,16.16260033335872,1.0
3.22,12.0,15.441169199747849,1.0
3.24,13.0,15.829545390596719,1.0
3.2600000000000002,14.0,0.0,0.0
3.2800000000000002,15.0,0.0,0.0
3.3000000000000003,16.0,0.0,0.0
3.3200000000000003,17.0,0.0,0.0
3.34,18.0,0.0,0.0
3.36,19.0,0.0,0.0
3.38,20.0,0.0,0.0
3.4,21.0,0.0,0.0
3.42,22.0,0.0,0.0
3.44,23.0,0.0,0.0
3.46,24.0,0.0,0.0
3.48,25.0,0.0,0.0
3.5,26.0,0.0,0.0
3.52,27.0,0.0,0.0
3.54,28.0,13.462123627816563,1.0
3.56,29.0,14.91944782941165,1.0
3.58,30.0,15.380888339181912,1.0
3.6,31.0,15.799646817284366,1.0
3.62,32.0,15.629479706849054,1.0
3.64,33.0,15.422987629004677,1.0
3.66,34.0,15.45180450004608,1.0
3.68,35.0,15.71858010293087,1.0
3.7,36.0,15.943487878893908,1.0
3.72,37.0,16.168366610899053,1.0
3.74,38.0,16.10848852837881,1.0
3.7600000000000002,39.0,16.46880793494662,1.0
3.7800000000000002,40.0,17.897697950667006,1.0
3.8000000000000003,41.0,16.225379975338292,1.0
3.8200000000000003,42.0,17.500968752250866,1.0
3.84,43.0,16.617647622878554,1.0
3.86,44.0,16.43747392721388,1.0
3.88,45.0,17.24343527797277,1.0
3.9,46.0,17.37106158360355,1.0
3.92,47.0,15.977905753837655,1.0
3.94,48.0,16.5638506615487,1.0
3.96,49.0,16.676967050405864,1.0
3.98,50.0,16.16177885049059,1.0
4.0,1.0,16.247774875099307,1.0
4.0200000000000005,2.0,15.069262178537118,1.0
4.04,3.0,15.488119343004474,1.0
4.0600000000000005,4.0,15.306349406752405,1.0
4.08,5.0,15.92901878544931,1.0
4.1,6.0,17.40344175644142,1.0
4.12,7.0,16.112785599492284,1.0
4.14,8.0,15.225822066480095,1.0
4.16,9.0,14.936318948644315,1.0
4.18,10.0,13.58053519934481,1.0
4.2,11.0,15.037120821408182,1.0
4.22,12.0,14.960888184990946,1.0
4.24,13.0,15.625560631651743,1.0
4.26,14.0,15.880031566877138,1.0
4.28,15.0,16.025465317880922,1.0
4.3,16.0,15.75071201787985,1.0
4.32,17.0,14.665996673765891,1.0
4.34,18.0,14.044480575700547,1.0
4.36,19.0,13.941012626415525,1.0
4.38,20.0,13.842100894146814,1.0
4.4,21.0,15.490030510855243,1.0
4.42,22.0,16.390284559640577,1.0
4.44,23.0,16.244808747914583,1.0
4.46,24.0,15.577636470840485,1.0
4.48,25.0,14.577966118177757,1.0
4.5,26.0,15.025144580868435,1.0
4.5200000000000005,27.0,14.184182643691782,1.0
4.54,28.0,14.076963869970049,1.0
4.5600000000000005,29.0,14.993989119291783,1.0
4.58,30.0,14.609670704927044,1.0
4.6000000000000005,31.0,14.244772678323175,1.0
4.62,32.0,14.518322277590622,1.0
4.64,33.0,15.239142372879003,1.0
4.66,34.0,16.022178286352396,1.0
4.68,35.0,15.68804443215075,1.0
4.7,36.0,16.037865545666413,1.0
4.72,37.0,15.072504272214172,1.0
4.74,38.0,15.972818912264325,1.0
4.76,39.0,16.394004213000994,1.0
4.78,40.0,16.613436261987804,1.0
4.8,41.0,16.058500629388135,1.0
4.82,42.0,0.0,0.0
4.84,43.0,0.0,0.0
4.86,44.0,0.0,0.0
4.88,45.0,0.0,0.0
4.9,46.0,0.0,0.0
4.92,47.0,0.0,0.0
4.94,48.0,0.0,0.0
4.96,49.0,0.0,0.0
4.98,50.0,0.0,0.0
5.0,1.0,0.0,0.0
5.0200000000000005,2.0,0.0,0.0
5.04,3.0,0.0,0.0
5.0600000000000005,4.0,0.0,0.0
5.08,5.0,0.0,0.0
5.1000000000000005,6.0,0.0,0.0
5.12,7.0,0.0,0.0
5.14,8.0,0.0,0.0
5.16,9.0,0.0,0.0
5.18,10.0,0.0,0.0
5.2,11.0,0.0,0.0
5.22,12.0,0.0,0.0
5.24,13.0,0.0,0.0
5.26,14.0,0.0,0.0
5.28,15.0,0.0,0.0
5.3,16.0,0.0,0.0
5.32,17.0,0.0,0.0
5.34,18.0,0.0,0.0
5.36,19.0,0.0,0.0
5.38,20.0,0.0,0.0
