time,beamID,lineOfSightWindSpeed1,lineOfSightWindSpeed2,lineOfSightWindSpeed3,lineOfSightWindSpeed4,lineOfSightWindSpeed5,lineOfSightWindSpeed6,lineOfSightWindSpeed7,lineOfSightWindSpeed8,lineOfSightWindSpeed9,lineOfSightWindSpeed10,isValid1,isValid2,isValid3,isValid4,isValid5,isValid6,isValid7,isValid8,isValid9,isValid10
0.0,1.0,15.62952142460775,15.773905428177926,16.789761469167036,16.595587605446575,15.741044936181826,15.8846465726339,16.368147617287107,17.014442529542457,16.21833051070467,16.458149214814835,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.25,2.0,15.285110439663255,15.979791389731098,15.02254172742158,15.27702486264863,15.29110172487226,14.643165808982488,14.819552139287287,14.856862302266551,15.940290023728247,15.997754489581075,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.75,4.0,16.351906585038694,16.592085757648185,18.239867725417827,17.639408970422796,19.633896651818116,19.76699074208346,20.164410472202636,21.596000997533555,21.811302025935184,21.01077371037752,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,15.707109694497715,16.02242849969221,17.05219060146664,16.07781501164718,16.038829900526814,15.676384921929982,17.00037589195254,17.340655510911795,16.85760487925049,17.221215242644163,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.25,2.0,16.633219719850686,16.516838711004812,14.775549602786548,15.807818327207363,15.992582945355212,17.091377155135746,17.32726937806373,16.43131668905382,16.905085580483583,16.16270863234203,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.5,3.0,17.744614289737996,17.70729937287496,16.361895830470868,15.897114557980775,16.52061930982157,17.674656323989627,16.97175512068912,17.471760392319634,16.97673031547695,16.31863208704984,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.75,4.0,15.997561537592274,15.907640697909995,17.071698634466788,16.87195196569692,19.54403138778121,19.660954173730865,19.866071702527815,21.32379368937887,20.39020906880453,20.469541897316617,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
