time,REWS
0.000000,16.987313
0.250000,17.041438
0.500000,17.040525
0.750000,17.100790
1.000000,17.119157
1.250000,17.109385
1.500000,17.069211
1.750000,17.030840
2.000000,16.962794
2.250000,16.986600
2.500000,17.009576
2.750000,16.973890
3.000000,16.987761
3.250000,17.046039
3.500000,17.075630
3.750000,17.038322
4.000000,17.053306
4.250000,17.092096
4.500000,17.107081
4.750000,17.112504
5.000000,17.194078
5.250000,17.315049
5.500000,17.393312
5.750000,17.424906
6.000000,17.469383
6.250000,17.527355
6.500000,17.484216
6.750000,17.425053
7.000000,17.395756
7.250000,17.344014
7.500000,17.299269
7.750000,17.262636
8.000000,17.310184
8.250000,17.294178
8.500000,17.273340
8.750000,17.289452
9.000000,17.320589
9.250000,17.365923
9.500000,17.390219
9.750000,17.449775
10.000000,17.483300
10.250000,17.467976
10.500000,17.463239
10.750000,17.462183
11.000000,17.451415
11.250000,17.440576
11.500000,17.395197
11.750000,17.454052
12.000000,17.516033
12.250000,17.484529
12.500000,17.517824
12.750000,17.540778
13.000000,17.631724
13.250000,17.679369
13.500000,17.720331
13.750000,17.664528
14.000000,17.614907
14.250000,17.651015
14.500000,17.660044
14.750000,17.625244
15.000000,17.623770
15.250000,17.586665
15.500000,17.564730
15.750000,17.517319
16.000000,17.465046
16.250000,17.367318
16.500000,17.317610
16.750000,17.290285
17.000000,17.176382
17.250000,17.184894
17.500000,17.100937
17.750000,17.077075
18.000000,17.019721
18.250000,16.939071
18.500000,16.883464
18.750000,16.828683
19.000000,16.769870
19.250000,16.708655
19.500000,16.649744
19.750000,16.597765
20.000000,16.523972
20.250000,16.459136
20.500000,16.441802
20.750000,16.479883
21.000000,16.493260
21.250000,16.504462
21.500000,16.519548
21.750000,16.483583
22.000000,16.411566
22.250000,16.422907
22.500000,16.417966
22.750000,16.391829
23.000000,16.339092
23.250000,16.357644
23.500000,16.325722
23.750000,16.283881
24.000000,16.253679
24.250000,16.246212
24.500000,16.247358
24.750000,16.233750
25.000000,16.230522
25.250000,16.271975
25.500000,16.267351
25.750000,16.342822
26.000000,16.385233
26.250000,16.451872
26.500000,16.499442
26.750000,16.596803
27.000000,16.637494
27.250000,16.746721
27.500000,16.778869
27.750000,16.862144
28.000000,16.928243
28.250000,16.986068
28.500000,16.979306
28.750000,16.985087
29.000000,17.014735
29.250000,17.140066
29.500000,17.153768
29.750000,17.152588
30.000000,17.039378
30.250000,17.061755
30.500000,17.041166
30.750000,17.071323
31.000000,17.086104
31.250000,17.063799
31.500000,17.010070
31.750000,16.950906
32.000000,16.901515
32.250000,16.839077
32.500000,16.799714
32.750000,16.753732
33.000000,16.732902
33.250000,16.720030
33.500000,16.709986
33.750000,16.655612
34.000000,16.625636
34.250000,16.565077
34.500000,16.495572
34.750000,16.495282
35.000000,16.431204
35.250000,16.422990
35.500000,16.362544
35.750000,16.297693
36.000000,16.246638
36.250000,16.203707
36.500000,16.171441
36.750000,16.198200
37.000000,16.168737
37.250000,16.146433
37.500000,16.191016
37.750000,16.188681
38.000000,16.166708
38.250000,16.226124
38.500000,16.293563
38.750000,16.401884
39.000000,16.476594
39.250000,16.562385
39.500000,16.622698
39.750000,16.705491
40.000000,16.778665
40.250000,16.879165
40.500000,17.020630
40.750000,17.058666
41.000000,17.167957
41.250000,17.269255
41.500000,17.289203
41.750000,17.458596
42.000000,17.507596
42.250000,17.552903
42.500000,17.652742
42.750000,17.626802
43.000000,17.704815
43.250000,17.754992
43.500000,17.789365
43.750000,17.819194
44.000000,17.847269
44.250000,17.879383
44.500000,17.995403
44.750000,18.094540
45.000000,18.091252
45.250000,18.097754
45.500000,18.139821
45.750000,18.113628
46.000000,18.071700
46.250000,17.975285
46.500000,17.930680
46.750000,17.895126
47.000000,17.849061
47.250000,17.838896
47.500000,17.821479
47.750000,17.740784
48.000000,17.706324
48.250000,17.665599
48.500000,17.635763
48.750000,17.570595
49.000000,17.623973
49.250000,17.610607
49.500000,17.670921
49.750000,17.696824
50.000000,17.751786
50.250000,17.748950
50.500000,17.795147
50.750000,17.771771
51.000000,17.793095
51.250000,17.792235
51.500000,17.806152
51.750000,17.844346
52.000000,17.747539
52.250000,17.698747
52.500000,17.684065
52.750000,17.636325
53.000000,17.641137
53.250000,17.746196
53.500000,17.782938
53.750000,17.788501
54.000000,17.805609
54.250000,17.793487
54.500000,17.854820
54.750000,17.905313
55.000000,17.894402
55.250000,17.880481
55.500000,17.841680
55.750000,17.749579
56.000000,17.715636
56.250000,17.654590
56.500000,17.618859
56.750000,17.634869
57.000000,17.659648
57.250000,17.716914
57.500000,17.789754
57.750000,17.850249
58.000000,17.835830
58.250000,17.864448
58.500000,17.899520
58.750000,17.893198
59.000000,17.947105
59.250000,17.976473
59.500000,18.099251
59.750000,18.116230
60.000000,18.164562
60.250000,18.248339
60.500000,18.317474
60.750000,18.362381
61.000000,18.377471
61.250000,18.368129
61.500000,18.386323
61.750000,18.429020
62.000000,18.360077
62.250000,18.348585
62.500000,18.336664
62.750000,18.354280
63.000000,18.318017
63.250000,18.233222
63.500000,18.200497
63.750000,18.187663
64.000000,18.142835
64.250000,18.143351
64.500000,18.115499
64.750000,18.234444
65.000000,18.270387
65.250000,18.319360
65.500000,18.401002
65.750000,18.412791
66.000000,18.399203
66.250000,18.384332
66.500000,18.460460
66.750000,18.516463
67.000000,18.652105
67.250000,18.737990
67.500000,18.802814
67.750000,18.887330
68.000000,18.877124
68.250000,18.926373
68.500000,18.988584
68.750000,19.017021
69.000000,18.997262
69.250000,18.965989
69.500000,19.044960
69.750000,19.062765
