time,REWS
0.000000,19.972264
0.250000,19.963416
0.500000,19.983153
0.750000,20.009006
1.000000,19.982395
1.250000,19.971144
1.500000,19.946392
1.750000,19.957993
2.000000,19.952871
2.250000,19.920021
2.500000,19.965046
2.750000,20.001490
3.000000,19.991699
3.250000,19.958412
3.500000,19.977424
3.750000,19.984137
4.000000,20.015184
4.250000,20.032458
4.500000,20.059816
4.750000,20.064040
5.000000,20.039823
5.250000,20.055615
5.500000,19.975474
5.750000,19.951223
6.000000,19.904781
6.250000,19.903106
6.500000,19.917449
6.750000,19.952219
7.000000,19.918671
7.250000,19.862404
7.500000,19.868680
7.750000,19.877833
8.000000,19.870958
8.250000,19.862019
8.500000,19.802712
8.750000,19.766879
9.000000,19.702673
9.250000,19.631822
9.500000,19.511092
9.750000,19.436925
10.000000,19.424694
10.250000,19.460448
10.500000,19.393689
10.750000,19.340156
11.000000,19.354250
11.250000,19.249138
11.500000,19.225121
11.750000,19.116623
12.000000,19.069871
12.250000,19.030700
12.500000,18.973845
12.750000,18.965204
13.000000,18.933161
13.250000,18.875174
13.500000,18.872851
13.750000,18.818349
14.000000,18.799326
14.250000,18.762256
14.500000,18.675307
14.750000,18.578787
15.000000,18.564202
15.250000,18.528441
15.500000,18.576426
15.750000,18.602272
16.000000,18.525718
16.250000,18.517123
16.500000,18.473452
16.750000,18.444838
17.000000,18.428074
17.250000,18.456794
17.500000,18.493249
17.750000,18.482975
18.000000,18.475233
18.250000,18.496700
18.500000,18.482029
18.750000,18.473120
19.000000,18.388703
19.250000,18.367349
19.500000,18.369099
19.750000,18.417996
20.000000,18.402518
20.250000,18.395684
20.500000,18.400538
20.750000,18.399448
21.000000,18.398226
21.250000,18.377943
21.500000,18.366847
21.750000,18.355544
22.000000,18.388182
22.250000,18.485766
22.500000,18.488670
22.750000,18.450043
23.000000,18.492329
23.250000,18.433870
23.500000,18.419886
23.750000,18.497285
24.000000,18.547683
24.250000,18.596845
24.500000,18.541739
24.750000,18.539929
25.000000,18.577165
25.250000,18.550508
25.500000,18.673470
25.750000,18.737756
26.000000,18.740682
26.250000,18.826213
26.500000,18.817478
26.750000,18.873111
27.000000,18.876230
27.250000,18.839281
27.500000,18.788219
27.750000,18.826571
28.000000,18.820378
28.250000,18.845659
28.500000,18.796836
28.750000,18.765714
29.000000,18.791300
29.250000,18.749293
29.500000,18.688021
29.750000,18.595747
30.000000,18.560646
30.250000,18.495915
30.500000,18.446320
30.750000,18.388729
31.000000,18.367605
31.250000,18.310535
31.500000,18.298884
31.750000,18.240867
32.000000,18.166508
32.250000,18.149925
32.500000,18.062584
32.750000,18.029372
33.000000,18.022640
33.250000,18.013362
33.500000,18.057251
33.750000,18.070173
34.000000,18.085206
34.250000,18.061943
34.500000,18.051949
34.750000,18.021505
35.000000,18.023632
35.250000,17.998918
35.500000,17.928805
35.750000,17.909401
36.000000,17.864207
36.250000,17.849355
36.500000,17.803478
36.750000,17.752563
37.000000,17.691630
37.250000,17.680874
37.500000,17.667002
37.750000,17.670038
38.000000,17.689941
38.250000,17.653085
38.500000,17.621020
38.750000,17.618425
39.000000,17.501052
39.250000,17.451868
39.500000,17.345840
39.750000,17.247230
40.000000,17.212826
40.250000,17.220392
40.500000,17.164200
40.750000,17.151479
41.000000,17.131109
41.250000,17.134115
41.500000,17.165286
41.750000,17.153270
42.000000,17.145392
42.250000,17.146568
42.500000,17.194915
42.750000,17.210778
43.000000,17.258488
43.250000,17.227022
43.500000,17.318425
43.750000,17.315257
44.000000,17.342068
44.250000,17.347601
44.500000,17.411709
44.750000,17.478355
45.000000,17.473550
45.250000,17.549773
45.500000,17.564195
45.750000,17.616336
46.000000,17.624524
46.250000,17.613443
46.500000,17.617226
46.750000,17.623238
47.000000,17.636811
47.250000,17.598180
47.500000,17.563652
47.750000,17.527656
48.000000,17.579654
48.250000,17.575758
48.500000,17.510609
48.750000,17.513939
49.000000,17.533763
49.250000,17.481471
49.500000,17.511948
49.750000,17.524141
50.000000,17.558583
50.250000,17.605663
50.500000,17.607861
50.750000,17.590682
51.000000,17.547838
51.250000,17.584176
51.500000,17.617445
51.750000,17.593333
52.000000,17.583667
52.250000,17.613949
52.500000,17.605791
52.750000,17.596192
53.000000,17.628201
53.250000,17.641043
53.500000,17.629759
53.750000,17.596441
54.000000,17.644841
54.250000,17.593850
54.500000,17.543361
54.750000,17.501509
55.000000,17.372497
55.250000,17.360481
55.500000,17.292518
55.750000,17.258122
56.000000,17.248026
56.250000,17.203032
56.500000,17.198155
56.750000,17.131957
57.000000,17.025303
57.250000,17.034381
57.500000,16.954829
57.750000,16.919942
58.000000,16.957733
58.250000,16.941346
58.500000,16.919294
58.750000,16.883517
59.000000,16.822645
59.250000,16.779559
59.500000,16.741248
59.750000,16.729723
60.000000,16.767426
60.250000,16.749338
60.500000,16.769154
60.750000,16.788486
61.000000,16.803546
61.250000,16.840461
61.500000,16.857663
61.750000,16.844229
62.000000,16.849649
62.250000,16.869370
62.500000,16.878282
62.750000,16.895782
63.000000,16.907029
63.250000,16.923729
63.500000,16.941828
63.750000,17.011903
64.000000,17.014724
64.250000,16.986732
64.500000,17.059582
64.750000,17.043180
65.000000,17.042750
65.250000,17.076316
65.500000,17.095687
65.750000,17.165418
66.000000,17.270459
66.250000,17.321838
66.500000,17.398690
66.750000,17.491914
67.000000,17.616838
67.250000,17.687104
67.500000,17.734690
67.750000,17.801804
68.000000,17.882461
68.250000,18.019431
68.500000,18.124543
68.750000,18.156061
69.000000,18.265880
69.250000,18.310463
69.500000,18.303218
69.750000,18.358836
70.000000,18.416797
70.250000,18.452158
70.500000,18.485046
70.750000,18.433904
71.000000,18.427372
71.250000,18.370121
71.500000,18.362412
71.750000,18.370283
72.000000,18.337060
72.250000,18.329090
72.500000,18.297817
72.750000,18.300106
73.000000,18.259333
73.250000,18.183804
73.500000,18.060299
73.750000,17.947829
74.000000,17.877034
74.250000,17.776614
74.500000,17.646308
74.750000,17.622619
75.000000,17.628691
75.250000,17.560420
75.500000,17.544251
75.750000,17.454946
76.000000,17.428805
76.250000,17.355793
76.500000,17.315283
76.750000,17.152301
77.000000,17.043572
77.250000,16.962681
