time,REWS
0.000000,17.063248
0.250000,17.028509
0.500000,17.039175
0.750000,17.021509
1.000000,17.021724
1.250000,17.025028
1.500000,17.020396
1.750000,17.016685
2.000000,16.980132
2.250000,16.926082
2.500000,16.937823
2.750000,16.978242
3.000000,17.084915
3.250000,17.151852
3.500000,17.186113
3.750000,17.194949
4.000000,17.180029
4.250000,17.278858
4.500000,17.286510
4.750000,17.275346
5.000000,17.366979
5.250000,17.422514
5.500000,17.419048
5.750000,17.438607
6.000000,17.437453
6.250000,17.502369
6.500000,17.460226
6.750000,17.426784
7.000000,17.376174
7.250000,17.368280
7.500000,17.314608
7.750000,17.302328
8.000000,17.233860
8.250000,17.225623
8.500000,17.219517
8.750000,17.252208
9.000000,17.303640
9.250000,17.292488
9.500000,17.291730
9.750000,17.261067
10.000000,17.230175
10.250000,17.231435
10.500000,17.216914
10.750000,17.275991
11.000000,17.276440
11.250000,17.225287
11.500000,17.177600
11.750000,17.097335
12.000000,17.074853
12.250000,17.082045
12.500000,17.031002
12.750000,17.023734
13.000000,16.982998
13.250000,16.987863
13.500000,16.923676
13.750000,16.903340
14.000000,16.905260
14.250000,16.872116
14.500000,16.867164
14.750000,16.842532
15.000000,16.843260
15.250000,16.821517
15.500000,16.742214
15.750000,16.667655
16.000000,16.617622
16.250000,16.512933
16.500000,16.402111
16.750000,16.364467
17.000000,16.340563
17.250000,16.280355
17.500000,16.253834
17.750000,16.233271
18.000000,16.229851
18.250000,16.213000
18.500000,16.236160
18.750000,16.206592
19.000000,16.149736
19.250000,16.088585
19.500000,16.138991
19.750000,16.109000
20.000000,16.088185
20.250000,16.151852
20.500000,16.201029
20.750000,16.264315
21.000000,16.187942
21.250000,16.190122
21.500000,16.200327
21.750000,16.289953
22.000000,16.312081
22.250000,16.363913
22.500000,16.349223
22.750000,16.360616
23.000000,16.446335
23.250000,16.406761
23.500000,16.420425
23.750000,16.503164
24.000000,16.533023
24.250000,16.520264
24.500000,16.526404
24.750000,16.542109
25.000000,16.530938
25.250000,16.457506
25.500000,16.452072
25.750000,16.381876
26.000000,16.311526
26.250000,16.276625
26.500000,16.223526
26.750000,16.114231
27.000000,16.101910
27.250000,16.106345
27.500000,16.092462
27.750000,16.078847
28.000000,16.118957
28.250000,16.154458
28.500000,16.219739
28.750000,16.282033
29.000000,16.372312
29.250000,16.404241
29.500000,16.489470
29.750000,16.547419
30.000000,16.639508
30.250000,16.720282
30.500000,16.798666
30.750000,16.844037
31.000000,16.911117
31.250000,16.988802
31.500000,17.029727
31.750000,17.044376
32.000000,17.148496
32.250000,17.209862
32.500000,17.241863
32.750000,17.297892
33.000000,17.366213
33.250000,17.405030
33.500000,17.458777
33.750000,17.443190
34.000000,17.529610
34.250000,17.618173
34.500000,17.651750
34.750000,17.697239
35.000000,17.779401
35.250000,17.813820
35.500000,17.820144
35.750000,17.888333
36.000000,17.988142
36.250000,18.088400
36.500000,18.153923
36.750000,18.264194
37.000000,18.363600
37.250000,18.396442
37.500000,18.545243
37.750000,18.675639
38.000000,18.744382
38.250000,18.798002
38.500000,18.894107
38.750000,19.009893
39.000000,19.123675
39.250000,19.212098
39.500000,19.281931
39.750000,19.376992
40.000000,19.423955
40.250000,19.442617
40.500000,19.544074
40.750000,19.543753
41.000000,19.620251
41.250000,19.709500
41.500000,19.848465
41.750000,19.925777
42.000000,20.031062
42.250000,20.111580
42.500000,20.128065
42.750000,20.224190
43.000000,20.276003
43.250000,20.335634
43.500000,20.326352
43.750000,20.302037
44.000000,20.363422
44.250000,20.364905
44.500000,20.394209
44.750000,20.386832
45.000000,20.309418
45.250000,20.277078
45.500000,20.243108
45.750000,20.203533
46.000000,20.195636
46.250000,20.108612
46.500000,20.012827
46.750000,19.955504
47.000000,19.900549
47.250000,19.799771
47.500000,19.683503
47.750000,19.615061
48.000000,19.537640
48.250000,19.449711
48.500000,19.375031
48.750000,19.338621
49.000000,19.264247
49.250000,19.181779
49.500000,19.016429
49.750000,18.949088
50.000000,18.805288
50.250000,18.634013
50.500000,18.589441
50.750000,18.542773
51.000000,18.483552
51.250000,18.401605
51.500000,18.318904
51.750000,18.282316
52.000000,18.173082
52.250000,18.055607
52.500000,17.994056
52.750000,17.922469
53.000000,17.848299
53.250000,17.827220
53.500000,17.779197
53.750000,17.816075
54.000000,17.820254
54.250000,17.821785
54.500000,17.840952
54.750000,17.819469
55.000000,17.783033
55.250000,17.714983
55.500000,17.632271
55.750000,17.565447
56.000000,17.491933
56.250000,17.391128
56.500000,17.316403
56.750000,17.241633
57.000000,17.180844
57.250000,17.176820
57.500000,17.097757
57.750000,17.035912
58.000000,16.983296
58.250000,16.950718
58.500000,16.939332
58.750000,16.932799
59.000000,16.963673
59.250000,16.934432
59.500000,16.931532
59.750000,16.941032
60.000000,16.954395
60.250000,16.954006
60.500000,17.018262
60.750000,16.978178
61.000000,16.952223
61.250000,16.964936
61.500000,16.966864
61.750000,16.948576
62.000000,16.893210
62.250000,16.877136
62.500000,16.902405
62.750000,16.868171
63.000000,16.840695
63.250000,16.863151
63.500000,16.765605
63.750000,16.763444
64.000000,16.827182
64.250000,16.791123
64.500000,16.749323
64.750000,16.697876
65.000000,16.590060
65.250000,16.622646
65.500000,16.671460
65.750000,16.608321
66.000000,16.562034
66.250000,16.568162
66.500000,16.637453
66.750000,16.687930
67.000000,16.651034
67.250000,16.669295
67.500000,16.666252
67.750000,16.668319
68.000000,16.683729
68.250000,16.689450
68.500000,16.653734
68.750000,16.583675
69.000000,16.532793
69.250000,16.404521
69.500000,16.322747
69.750000,16.237152
70.000000,16.138693
70.250000,16.100333
70.500000,16.022471
70.750000,15.961832
71.000000,15.905924
71.250000,15.943273
71.500000,15.882382
71.750000,15.851946
72.000000,15.800861
72.250000,15.749911
72.500000,15.746668
72.750000,15.748173
73.000000,15.725642
73.250000,15.727626
73.500000,15.662642
73.750000,15.615050
74.000000,15.519321
74.250000,15.488482
74.500000,15.438317
74.750000,15.408137
75.000000,15.382476
75.250000,15.401043
75.500000,15.430435
75.750000,15.424721
76.000000,15.502316
76.250000,15.473762
76.500000,15.473136
76.750000,15.443986
77.000000,15.388390
77.250000,15.333646
77.500000,15.286774
77.750000,15.209326
78.000000,15.211932
78.250000,15.183073
78.500000,15.183480
78.750000,15.169058
79.000000,15.182669
79.250000,15.185000
79.500000,15.226207
79.750000,15.245997
80.000000,15.300125
80.250000,15.271073
80.500000,15.258793
80.750000,15.381695
81.000000,15.437246
81.250000,15.443265
81.500000,15.396517
81.750000,15.319428
82.000000,15.361344
82.250000,15.383660
82.500000,15.445155
82.750000,15.487958
83.000000,15.492412
83.250000,15.488878
83.500000,15.484548
83.750000,15.524937
84.000000,15.503621
84.250000,15.525405
84.500000,15.517779
84.750000,15.526608
85.000000,15.555894
85.250000,15.594887
85.500000,15.626628
85.750000,15.631339
86.000000,15.708391
86.250000,15.742531
86.500000,15.769278
86.750000,15.834521
87.000000,15.800793
87.250000,15.800412
87.500000,15.858519
87.750000,15.871094
88.000000,15.840499
88.250000,15.788818
88.500000,15.795905
88.750000,15.803995
89.000000,15.828562
89.250000,15.841932
89.500000,15.844787
89.750000,15.883302
90.000000,15.845889
90.250000,15.844606
90.500000,15.875382
90.750000,15.888318
91.000000,15.949997
91.250000,16.016365
91.500000,16.084527
91.750000,16.154062
92.000000,16.260573
92.250000,16.339933
92.500000,16.429069
92.750000,16.528313
93.000000,16.607160
93.250000,16.705988
93.500000,16.750692
93.750000,16.807152
94.000000,16.843388
94.250000,16.924706
94.500000,17.022923
94.750000,17.063278
95.000000,17.039639
95.250000,17.069339
95.500000,17.143525
95.750000,17.130211
96.000000,17.168266
96.250000,17.195854
96.500000,17.217439
96.750000,17.297904
97.000000,17.319119
97.250000,17.263926
97.500000,17.227214
97.750000,17.257436
98.000000,17.273623
98.250000,17.231578
98.500000,17.237967
98.750000,17.193211
99.000000,17.202379
99.250000,17.156827
99.500000,17.121065
99.750000,17.037855
100.000000,16.968025
100.250000,16.900089
100.500000,16.896710
100.750000,16.852821
101.000000,16.841815
101.250000,16.792971
101.500000,16.763444
101.750000,16.740486
102.000000,16.673542
102.250000,16.666795
102.500000,16.637720
102.750000,16.669099
103.000000,16.664807
103.250000,16.679290
103.500000,16.672580
103.750000,16.696062
104.000000,16.658618
104.250000,16.736070
104.500000,16.788192
104.750000,16.853530
105.000000,16.845515
105.250000,16.895344
105.500000,16.924445
105.750000,16.904660
106.000000,16.853884
106.250000,16.808581
106.500000,16.769052
106.750000,16.758646
107.000000,16.735169
107.250000,16.731167
107.500000,16.654911
107.750000,16.596668
108.000000,16.487950
108.250000,16.459577
108.500000,16.475191
108.750000,16.523029
109.000000,16.501871
109.250000,16.526510
109.500000,16.449952
109.750000,16.471672
110.000000,16.449115
110.250000,16.446218
110.500000,16.502044
110.750000,16.517922
111.000000,16.524692
111.250000,16.597177
111.500000,16.593413
111.750000,16.481452
112.000000,16.500743
112.250000,16.585938
112.500000,16.610166
112.750000,16.565866
113.000000,16.560887
113.250000,16.538703
113.500000,16.476349
113.750000,16.450627
114.000000,16.479853
114.250000,16.534185
114.500000,16.561691
114.750000,16.597278
115.000000,16.613021
115.250000,16.598979
115.500000,16.577158
115.750000,16.461704
116.000000,16.429922
116.250000,16.372123
116.500000,16.415239
116.750000,16.403483
117.000000,16.385048
117.250000,16.345621
117.500000,16.278545
117.750000,16.223349
118.000000,16.166078
118.250000,16.100933
118.500000,16.065986
118.750000,16.037941
119.000000,16.015075
119.250000,16.037738
119.500000,16.012484
119.750000,16.024639
120.000000,16.029572
120.250000,16.007192
120.500000,15.961293
120.750000,15.886647
121.000000,15.865870
121.250000,15.749655
121.500000,15.691042
121.750000,15.646531
122.000000,15.572888
122.250000,15.570806
122.500000,15.494927
122.750000,15.434776
123.000000,15.368480
123.250000,15.338934
123.500000,15.315472
123.750000,15.305292
124.000000,15.331376
124.250000,15.324663
124.500000,15.292929
124.750000,15.324353
125.000000,15.379297
125.250000,15.369928
125.500000,15.372847
125.750000,15.368393
126.000000,15.387918
126.250000,15.378373
126.500000,15.409088
126.750000,15.448791
127.000000,15.473294
127.250000,15.492238
127.500000,15.546374
127.750000,15.589079
128.000000,15.647047
128.250000,15.667700
128.500000,15.737103
128.750000,15.741369
129.000000,15.844542
129.250000,15.890966
129.500000,15.926878
129.750000,15.991925
130.000000,16.012024
130.250000,16.012812
130.500000,15.975108
130.750000,15.918962
131.000000,15.874088
131.250000,15.782022
131.500000,15.666229
131.750000,15.650283
132.000000,15.614703
132.250000,15.615732
132.500000,15.606866
132.750000,15.551210
133.000000,15.490145
133.250000,15.426874
133.500000,15.361307
133.750000,15.340084
134.000000,15.289003
134.250000,15.278779
134.500000,15.233453
134.750000,15.156827
135.000000,15.100820
135.250000,15.045379
135.500000,15.072522
135.750000,15.026902
136.000000,15.028117
136.250000,15.050765
136.500000,15.080771
136.750000,15.085628
137.000000,15.110471
137.250000,15.198672
137.500000,15.176729
137.750000,15.157306
138.000000,15.105368
138.250000,15.077063
138.500000,15.009523
138.750000,14.956933
139.000000,14.978287
139.250000,15.014649
139.500000,14.995335
139.750000,14.981082
140.000000,14.983405
140.250000,15.026815
140.500000,15.076641
140.750000,15.055603
141.000000,14.984801
141.250000,14.966977
141.500000,14.999193
141.750000,15.049848
142.000000,15.064519
142.250000,15.116981
142.500000,15.214471
142.750000,15.306454
143.000000,15.383936
143.250000,15.487965
143.500000,15.568600
143.750000,15.630875
144.000000,15.603909
144.250000,15.661771
144.500000,15.714972
144.750000,15.750964
145.000000,15.821348
145.250000,15.879591
145.500000,15.921485
145.750000,15.948700
146.000000,16.020166
146.250000,16.021113
146.500000,16.006785
146.750000,16.042750
147.000000,16.108593
147.250000,16.146493
147.500000,16.167342
147.750000,16.211951
148.000000,16.249331
148.250000,16.313292
148.500000,16.371731
148.750000,16.509308
149.000000,16.543516
149.250000,16.572813
149.500000,16.599247
149.750000,16.601446
150.000000,16.664551
150.250000,16.753257
150.500000,16.798911
150.750000,16.712668
151.000000,16.714682
151.250000,16.756651
151.500000,16.752431
151.750000,16.762719
152.000000,16.784726
152.250000,16.812790
152.500000,16.839590
152.750000,16.826846
153.000000,16.857607
153.250000,16.875699
153.500000,16.864407
153.750000,16.933097
154.000000,16.954908
154.250000,17.043248
154.500000,17.057602
154.750000,17.015531
155.000000,17.115363
155.250000,17.204936
155.500000,17.230978
155.750000,17.317165
156.000000,17.407828
156.250000,17.455296
156.500000,17.494135
156.750000,17.531730
157.000000,17.570165
157.250000,17.626097
157.500000,17.615638
157.750000,17.648858
158.000000,17.616713
158.250000,17.616475
158.500000,17.623687
158.750000,17.636966
159.000000,17.661741
159.250000,17.727252
159.500000,17.724812
159.750000,17.719705
160.000000,17.717952
160.250000,17.758541
160.500000,17.720958
160.750000,17.662284
161.000000,17.656755
161.250000,17.597467
161.500000,17.532043
161.750000,17.532590
162.000000,17.543591
162.250000,17.527370
162.500000,17.489247
162.750000,17.460290
163.000000,17.372813
163.250000,17.316426
163.500000,17.267969
163.750000,17.309188
164.000000,17.317776
164.250000,17.314099
164.500000,17.270383
164.750000,17.332345
165.000000,17.336992
165.250000,17.381986
165.500000,17.424234
165.750000,17.382487
166.000000,17.446761
166.250000,17.416665
166.500000,17.416970
166.750000,17.384064
167.000000,17.348212
167.250000,17.313152
167.500000,17.242776
167.750000,17.150600
168.000000,17.128695
168.250000,17.109830
168.500000,17.097527
168.750000,17.076520
169.000000,17.121778
169.250000,17.136630
169.500000,17.060850
169.750000,17.097614
170.000000,17.154153
170.250000,17.129996
170.500000,17.099862
170.750000,17.081382
171.000000,17.062535
171.250000,17.119319
171.500000,17.211661
171.750000,17.281905
172.000000,17.341665
172.250000,17.395197
172.500000,17.435496
172.750000,17.479683
173.000000,17.503764
173.250000,17.491665
173.500000,17.454150
173.750000,17.456658
174.000000,17.461723
174.250000,17.504548
174.500000,17.558794
174.750000,17.563418
175.000000,17.618346
175.250000,17.621997
175.500000,17.613107
175.750000,17.632467
176.000000,17.656491
176.250000,17.722885
176.500000,17.685207
176.750000,17.754580
177.000000,17.805941
177.250000,17.825907
177.500000,17.859617
177.750000,17.876562
178.000000,17.967131
178.250000,17.982923
178.500000,18.039069
178.750000,18.117354
179.000000,18.179980
179.250000,18.216896
179.500000,18.341137
179.750000,18.449956
180.000000,18.500883
180.250000,18.626266
180.500000,18.741139
180.750000,18.871874
181.000000,18.918449
181.250000,18.985208
181.500000,19.034015
181.750000,18.983319
182.000000,19.018148
182.250000,19.014747
182.500000,18.971710
182.750000,19.026714
183.000000,19.106783
183.250000,19.142356
183.500000,19.183970
183.750000,19.233158
184.000000,19.249131
184.250000,19.231925
184.500000,19.225483
184.750000,19.237699
185.000000,19.195971
185.250000,19.279582
185.500000,19.257360
185.750000,19.274162
186.000000,19.242402
186.250000,19.243734
186.500000,19.274815
186.750000,19.285929
187.000000,19.332085
187.250000,19.381020
187.500000,19.527634
187.750000,19.587884
188.000000,19.619960
188.250000,19.623834
188.500000,19.633281
188.750000,19.701195
189.000000,19.698321
189.250000,19.708809
189.500000,19.673991
189.750000,19.675722
190.000000,19.642868
190.250000,19.658003
190.500000,19.644882
190.750000,19.698340
191.000000,19.761909
191.250000,19.840137
191.500000,19.912874
191.750000,19.960143
192.000000,19.984318
192.250000,19.984458
192.500000,19.955225
192.750000,19.991759
193.000000,19.959019
193.250000,19.969183
193.500000,19.917962
193.750000,19.834529
194.000000,19.824625
194.250000,19.787193
194.500000,19.726528
194.750000,19.682929
195.000000,19.636023
195.250000,19.532129
195.500000,19.458438
195.750000,19.372568
196.000000,19.304994
196.250000,19.292790
196.500000,19.236119
196.750000,19.143906
197.000000,19.027683
197.250000,18.963062
197.500000,18.913900
197.750000,18.879312
198.000000,18.873357
198.250000,18.765424
198.500000,18.762795
198.750000,18.726837
199.000000,18.695851
199.250000,18.755851
199.500000,18.779714
199.750000,18.748192
200.000000,18.685800
200.250000,18.733407
200.500000,18.693260
200.750000,18.593360
201.000000,18.544994
201.250000,18.562754
201.500000,18.570237
201.750000,18.556867
202.000000,18.442997
202.250000,18.398124
202.500000,18.287181
202.750000,18.147440
203.000000,18.082076
203.250000,17.973675
203.500000,17.809388
203.750000,17.732053
204.000000,17.610452
204.250000,17.535060
204.500000,17.447704
204.750000,17.378618
205.000000,17.229010
205.250000,17.106719
205.500000,16.969783
205.750000,16.908598
206.000000,16.846266
206.250000,16.717122
206.500000,16.591980
206.750000,16.481648
207.000000,16.345719
207.250000,16.283206
207.500000,16.207222
207.750000,16.145437
208.000000,16.025409
208.250000,15.977548
208.500000,15.964420
208.750000,15.953267
209.000000,15.914858
209.250000,15.983892
209.500000,15.969522
209.750000,16.019133
210.000000,16.076169
210.250000,16.081495
210.500000,16.123909
210.750000,16.094148
211.000000,16.080612
211.250000,16.077983
211.500000,16.134975
211.750000,16.157287
212.000000,16.218246
212.250000,16.267392
212.500000,16.323969
212.750000,16.337410
213.000000,16.372070
213.250000,16.420078
213.500000,16.511778
213.750000,16.557112
214.000000,16.595600
214.250000,16.692362
214.500000,16.849355
214.750000,16.952362
215.000000,17.009327
215.250000,17.121869
215.500000,17.184046
215.750000,17.273442
216.000000,17.411562
216.250000,17.472080
216.500000,17.482900
216.750000,17.490632
217.000000,17.489462
217.250000,17.497824
217.500000,17.485223
217.750000,17.467490
218.000000,17.471502
218.250000,17.513163
218.500000,17.539559
218.750000,17.567438
219.000000,17.589724
219.250000,17.652625
219.500000,17.730892
219.750000,17.795256
220.000000,17.873353
220.250000,17.992457
220.500000,18.021731
220.750000,18.091565
221.000000,18.199320
221.250000,18.251624
221.500000,18.423993
221.750000,18.412497
222.000000,18.413874
222.250000,18.480943
222.500000,18.526642
222.750000,18.500422
223.000000,18.491774
223.250000,18.488735
223.500000,18.464035
223.750000,18.415009
224.000000,18.512868
224.250000,18.529719
224.500000,18.564214
224.750000,18.677811
225.000000,18.817399
225.250000,18.962485
225.500000,19.019499
225.750000,19.131848
226.000000,19.288426
226.250000,19.325349
226.500000,19.474248
226.750000,19.580880
227.000000,19.643706
227.250000,19.739600
227.500000,19.783942
227.750000,19.744646
228.000000,19.787826
228.250000,19.759600
228.500000,19.803233
228.750000,19.812254
229.000000,19.787419
229.250000,19.810338
229.500000,19.840329
229.750000,19.885753
230.000000,19.941821
230.250000,19.946079
230.500000,20.007230
230.750000,20.002878
231.000000,20.000841
231.250000,19.998552
231.500000,20.004530
231.750000,19.955673
232.000000,19.975202
232.250000,19.951853
232.500000,19.898067
232.750000,19.808140
233.000000,19.742089
233.250000,19.593880
233.500000,19.510647
233.750000,19.450861
234.000000,19.394134
234.250000,19.317991
234.500000,19.268652
234.750000,19.178219
235.000000,19.162473
235.250000,19.132022
235.500000,19.100111
235.750000,19.074038
236.000000,19.051466
236.250000,18.990560
236.500000,18.941907
236.750000,18.975112
237.000000,19.005552
